Link to details,Interactor 1,Interactor 1 title,Interactor 1 source organism,Interactor 1 sequence length,SCOP family 1,Interactor 2,Interactor 2 title,Interactor 2 source organism,Interactor 2 sequence length,SCOP family 2,Interface type,"Buried surface area, Å2",No. of contacts,No. of members in cluster,pdb_id
9 Details,7uxf_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uxf_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,410.55,33,1,7uxf
1 Details,9fjy_A,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fjy_B,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,homo,462.29,40,1,9fjy
2 Details,9fjy_A,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fjy_C,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,homo,1124.45,96,1,9fjy
5 Details,9fjy_B,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fjy_C,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,homo,467.82,42,1,9fjy
6 Details,9fjy_B,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fjy_D,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,homo,1112.24,97,1,9fjy
9 Details,9fjy_C,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fjy_D,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,homo,347.53,27,1,9fjy
10 Details,9fjy_C,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fjy_E,Deoxyribonuclease-1,Bos taurus,282,,hetero,815.14,82,1,9fjy
13 Details,9fjy_D,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fjy_E,Deoxyribonuclease-1,Bos taurus,282,,hetero,154.19,19,1,9fjy
15 Details,9fjy_D,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fjy_F,Deoxyribonuclease-1,Bos taurus,282,,hetero,763.17,69,1,9fjy
1 Details,4b1z_M,PHOSPHATASE AND ACTIN REGULATOR 1,Mus musculus,115,,4b1z_F,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,hetero,276.33,24,1,4b1z
2 Details,4b1z_M,PHOSPHATASE AND ACTIN REGULATOR 1,Mus musculus,115,,4b1z_A,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,hetero,755.08,61,1,4b1z
3 Details,4b1z_M,PHOSPHATASE AND ACTIN REGULATOR 1,Mus musculus,115,,4b1z_B,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,hetero,1357.57,110,1,4b1z
4 Details,4b1z_M,PHOSPHATASE AND ACTIN REGULATOR 1,Mus musculus,115,,4b1z_C,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,hetero,1488.28,119,1,4b1z
5 Details,4b1z_N,PHOSPHATASE AND ACTIN REGULATOR 1,Mus musculus,115,,4b1z_D,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,hetero,704.8,58,1,4b1z
6 Details,4b1z_N,PHOSPHATASE AND ACTIN REGULATOR 1,Mus musculus,115,,4b1z_E,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,hetero,1256.28,104,1,4b1z
7 Details,4b1z_N,PHOSPHATASE AND ACTIN REGULATOR 1,Mus musculus,115,,4b1z_F,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,hetero,1540.62,121,1,4b1z
8 Details,4b1z_N,PHOSPHATASE AND ACTIN REGULATOR 1,Mus musculus,115,,4b1z_C,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,hetero,111.17,10,1,4b1z
9 Details,4b1z_D,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,4b1z_E,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,homo,217.95,19,1,4b1z
10 Details,4b1z_D,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,4b1z_B,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,homo,315.65,29,1,4b1z
11 Details,4b1z_D,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,4b1z_C,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,homo,309.55,25,1,4b1z
12 Details,4b1z_E,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,4b1z_F,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,homo,259.81,22,1,4b1z
13 Details,4b1z_E,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,4b1z_C,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,homo,257.35,20,1,4b1z
14 Details,4b1z_F,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,4b1z_C,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,homo,312.58,30,1,4b1z
15 Details,4b1z_A,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,4b1z_B,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,homo,225.93,17,1,4b1z
16 Details,4b1z_B,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,4b1z_C,"ACTIN, ALPHA SKELETAL MUSCLE",Oryctolagus cuniculus,376,,homo,232.52,22,1,4b1z
1 Details,8vkh_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,472.38,39,1,8vkh
2 Details,8vkh_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1178.17,96,1,8vkh
3 Details,8vkh_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,469.71,38,1,8vkh
4 Details,8vkh_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1153.85,93,1,8vkh
5 Details,8vkh_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,444.31,40,1,8vkh
6 Details,8vkh_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1116.81,99,1,8vkh
7 Details,8vkh_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_H,Gelsolin,Homo sapiens,745,,hetero,770.17,71,1,8vkh
8 Details,8vkh_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,463.21,41,1,8vkh
9 Details,8vkh_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1156.56,103,1,8vkh
10 Details,8vkh_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_G,Gelsolin,Homo sapiens,745,,hetero,963.53,87,1,8vkh
11 Details,8vkh_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,394.18,36,1,8vkh
12 Details,8vkh_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_H,Gelsolin,Homo sapiens,745,,hetero,2401.79,204,1,8vkh
13 Details,8vkh_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8vkh_G,Gelsolin,Homo sapiens,745,,hetero,2395.93,198,1,8vkh
1 Details,9fju_A,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fju_B,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,homo,443.29,40,1,9fju
2 Details,9fju_A,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fju_C,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,homo,1171.47,94,1,9fju
5 Details,9fju_B,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fju_C,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,homo,412.06,35,1,9fju
6 Details,9fju_B,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fju_D,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,homo,1132.11,96,1,9fju
9 Details,9fju_C,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fju_D,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,homo,357.93,32,1,9fju
10 Details,9fju_C,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fju_E,Deoxyribonuclease-1,Bos taurus,282,,hetero,835.6,77,1,9fju
13 Details,9fju_D,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fju_E,Deoxyribonuclease-1,Bos taurus,282,,hetero,183.77,17,1,9fju
14 Details,9fju_D,"Actin, cytoplasmic 1, N-terminally processed",Bos taurus,374,,9fju_F,Deoxyribonuclease-1,Bos taurus,282,,hetero,714.3,65,1,9fju
1 Details,3j8a_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,3j8a_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1067.96,102,1,3j8a
2 Details,3j8a_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,3j8a_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,409.22,38,1,3j8a
3 Details,3j8a_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,3j8a_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,436.64,39,1,3j8a
4 Details,3j8a_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,3j8a_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,432.51,38,1,3j8a
5 Details,3j8a_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,3j8a_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,423.72,40,1,3j8a
6 Details,3j8a_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,3j8a_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1072.68,103,1,3j8a
7 Details,3j8a_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,3j8a_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1075.52,99,1,3j8a
1 Details,7utj_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,377.27,32,1,7utj
2 Details,7utj_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1145.03,93,1,7utj
3 Details,7utj_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_H,Catenin alpha-1,Homo sapiens,889,,hetero,1199.55,89,1,7utj
4 Details,7utj_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,376.57,32,1,7utj
5 Details,7utj_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1149.38,93,1,7utj
6 Details,7utj_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_G,Catenin alpha-1,Homo sapiens,889,,hetero,808.66,70,1,7utj
7 Details,7utj_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_I,Catenin alpha-1,Homo sapiens,889,,hetero,1175.99,86,1,7utj
8 Details,7utj_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,378.16,32,1,7utj
9 Details,7utj_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1145.33,93,1,7utj
10 Details,7utj_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_H,Catenin alpha-1,Homo sapiens,889,,hetero,802.91,68,1,7utj
11 Details,7utj_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_Z,Catenin alpha-1,Homo sapiens,889,,hetero,1200.05,88,1,7utj
12 Details,7utj_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,375.94,32,1,7utj
13 Details,7utj_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1148.81,93,1,7utj
14 Details,7utj_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_I,Catenin alpha-1,Homo sapiens,889,,hetero,806.33,69,1,7utj
15 Details,7utj_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_K,Catenin alpha-1,Homo sapiens,889,,hetero,1172.57,85,1,7utj
16 Details,7utj_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,378.08,32,1,7utj
17 Details,7utj_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_L,Catenin alpha-1,Homo sapiens,889,,hetero,1191.13,86,1,7utj
18 Details,7utj_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_Z,Catenin alpha-1,Homo sapiens,889,,hetero,811.38,69,1,7utj
19 Details,7utj_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7utj_K,Catenin alpha-1,Homo sapiens,889,,hetero,804.14,68,1,7utj
20 Details,7utj_G,Catenin alpha-1,Homo sapiens,889,,7utj_I,Catenin alpha-1,Homo sapiens,889,,homo,201.64,12,1,7utj
21 Details,7utj_H,Catenin alpha-1,Homo sapiens,889,,7utj_Z,Catenin alpha-1,Homo sapiens,889,,homo,192.83,12,1,7utj
22 Details,7utj_I,Catenin alpha-1,Homo sapiens,889,,7utj_K,Catenin alpha-1,Homo sapiens,889,,homo,195.72,12,1,7utj
23 Details,7utj_L,Catenin alpha-1,Homo sapiens,889,,7utj_Z,Catenin alpha-1,Homo sapiens,889,,homo,193.47,12,1,7utj
1 Details,8dnh_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8dnh_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,homo,323.46,25,1,8dnh
2 Details,8dnh_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8dnh_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,homo,1071.46,88,1,8dnh
3 Details,8dnh_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8dnh_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,homo,370.04,29,1,8dnh
4 Details,8dnh_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8dnh_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,homo,1089.46,88,1,8dnh
5 Details,8dnh_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8dnh_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,homo,302.25,23,1,8dnh
1 Details,6iug_A,pollen F-actin,Zea mays,371,,6iug_B,pollen F-actin,Zea mays,371,,homo,474.0,38,1,6iug
2 Details,6iug_A,pollen F-actin,Zea mays,371,,6iug_C,pollen F-actin,Zea mays,371,,homo,1027.76,83,1,6iug
3 Details,6iug_B,pollen F-actin,Zea mays,371,,6iug_C,pollen F-actin,Zea mays,371,,homo,471.45,37,1,6iug
4 Details,6iug_B,pollen F-actin,Zea mays,371,,6iug_D,pollen F-actin,Zea mays,371,,homo,1019.1,84,1,6iug
5 Details,6iug_C,pollen F-actin,Zea mays,371,,6iug_D,pollen F-actin,Zea mays,371,,homo,468.15,38,1,6iug
6 Details,6iug_C,pollen F-actin,Zea mays,371,,6iug_E,pollen F-actin,Zea mays,371,,homo,1023.43,84,1,6iug
7 Details,6iug_D,pollen F-actin,Zea mays,371,,6iug_E,pollen F-actin,Zea mays,371,,homo,470.45,38,1,6iug
1 Details,8viz_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,412.33,38,1,8viz
2 Details,8viz_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1189.19,98,1,8viz
3 Details,8viz_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,425.67,37,1,8viz
4 Details,8viz_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1150.86,93,1,8viz
5 Details,8viz_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,411.7,34,1,8viz
6 Details,8viz_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1150.0,97,1,8viz
7 Details,8viz_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,397.73,31,1,8viz
8 Details,8viz_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1152.89,101,1,8viz
9 Details,8viz_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_G,Gelsolin,Homo sapiens,746,,hetero,959.12,87,1,8viz
10 Details,8viz_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,446.21,38,1,8viz
11 Details,8viz_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_G,Gelsolin,Homo sapiens,746,,hetero,1390.45,122,1,8viz
12 Details,8viz_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8viz_G,Gelsolin,Homo sapiens,746,,hetero,2611.43,212,1,8viz
1 Details,7uuw_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,399.16,34,1,7uuw
2 Details,7uuw_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1156.85,97,1,7uuw
3 Details,7uuw_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_H,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,hetero,1177.81,92,1,7uuw
4 Details,7uuw_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,399.53,34,1,7uuw
5 Details,7uuw_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1153.27,96,1,7uuw
6 Details,7uuw_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_G,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,hetero,718.4,59,1,7uuw
7 Details,7uuw_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_I,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,hetero,1175.94,92,1,7uuw
8 Details,7uuw_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,397.6,34,1,7uuw
9 Details,7uuw_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1155.4,97,1,7uuw
10 Details,7uuw_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_H,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,hetero,718.54,59,1,7uuw
11 Details,7uuw_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_Z,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,hetero,1180.23,92,1,7uuw
12 Details,7uuw_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,400.38,34,1,7uuw
13 Details,7uuw_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1155.31,97,1,7uuw
14 Details,7uuw_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_I,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,hetero,718.38,59,1,7uuw
15 Details,7uuw_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_K,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,hetero,1171.07,91,1,7uuw
16 Details,7uuw_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,402.48,34,1,7uuw
17 Details,7uuw_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_L,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,hetero,1172.1,91,1,7uuw
18 Details,7uuw_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_Z,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,hetero,717.91,59,1,7uuw
19 Details,7uuw_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7uuw_K,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,hetero,717.06,59,1,7uuw
20 Details,7uuw_G,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,7uuw_I,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,homo,155.01,11,1,7uuw
21 Details,7uuw_H,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,7uuw_Z,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,homo,153.64,11,1,7uuw
22 Details,7uuw_I,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,7uuw_K,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,homo,153.95,11,1,7uuw
23 Details,7uuw_L,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,7uuw_Z,Alpha-catenin-like protein hmp-1,Caenorhabditis elegans,251,,homo,153.81,11,1,7uuw
1 Details,8thy_A,Actin,Saccharomyces,370,,8thy_B,Actin,Saccharomyces,370,,homo,378.01,37,1,8thy
2 Details,8thy_A,Actin,Saccharomyces,370,,8thy_C,Actin,Saccharomyces,370,,homo,1099.35,94,1,8thy
3 Details,8thy_B,Actin,Saccharomyces,370,,8thy_C,Actin,Saccharomyces,370,,homo,376.1,36,1,8thy
4 Details,8thy_B,Actin,Saccharomyces,370,,8thy_D,Actin,Saccharomyces,370,,homo,1097.38,93,1,8thy
5 Details,8thy_C,Actin,Saccharomyces,370,,8thy_D,Actin,Saccharomyces,370,,homo,376.88,36,1,8thy
6 Details,8thy_C,Actin,Saccharomyces,370,,8thy_E,Actin,Saccharomyces,370,,homo,1097.96,94,1,8thy
7 Details,8thy_D,Actin,Saccharomyces,370,,8thy_E,Actin,Saccharomyces,370,,homo,380.26,36,1,8thy
1 Details,9fjo_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,9fjo_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,326.96,27,1,9fjo
2 Details,9fjo_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,9fjo_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1193.06,99,1,9fjo
3 Details,9fjo_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,9fjo_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,355.69,30,1,9fjo
4 Details,9fjo_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,9fjo_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1171.01,97,1,9fjo
5 Details,9fjo_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,9fjo_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,420.36,34,1,9fjo
1 Details,8rtt_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8rtt_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,homo,403.77,36,1,8rtt
2 Details,8rtt_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8rtt_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,homo,1137.8,100,1,8rtt
4 Details,8rtt_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8rtt_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,homo,401.4,34,1,8rtt
5 Details,8rtt_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8rtt_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,homo,1187.49,98,1,8rtt
8 Details,8rtt_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8rtt_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,homo,434.71,36,1,8rtt
9 Details,8rtt_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8rtt_E,Cell division control protein 12,Schizosaccharomyces pombe,419,,hetero,773.06,67,1,8rtt
12 Details,8rtt_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8rtt_E,Cell division control protein 12,Schizosaccharomyces pombe,419,,hetero,385.53,27,1,8rtt
14 Details,8rtt_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,375,,8rtt_F,Cell division control protein 12,Schizosaccharomyces pombe,419,,hetero,1022.85,93,1,8rtt
15 Details,8rtt_E,Cell division control protein 12,Schizosaccharomyces pombe,419,,8rtt_F,Cell division control protein 12,Schizosaccharomyces pombe,419,,homo,4012.52,300,1,8rtt
1 Details,8rv2_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8rv2_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,354.21,31,1,8rv2
